JURIS_NAME,YEAR,APN,STREET_ADDRESS,UNIT_CAT,TENURE,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,BP_VLOW_INCOME_DR,BP_VLOW_INCOME_NDR,BP_LOW_INCOME_DR,BP_LOW_INCOME_NDR,BP_MOD_INCOME_DR,BP_MOD_INCOME_NDR,CO_VLOW_INCOME_DR,CO_VLOW_INCOME_NDR,CO_LOW_INCOME_DR,CO_LOW_INCOME_NDR,CO_MOD_INCOME_DR,CO_MOD_INCOME_NDR,DR_TYPE,TERM_AFF_DR,DENSITY_BONUS_TOTAL,NOTES
WOODLAND,2023,064-081-041-000,0 W Beamer Street,5+,Renter,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN MATEO,2020,035200220,430 STATION PARK CIR,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,INC,1000,0,121
SANTA CRUZ,2023,003-351-35,300 INGALLS ALLEY,5+,Renter,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,"""For residential apartments"
CHULA VISTA,2021,5733712500,795 THIRD AV,5+,Renter,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,DB,55,32,
MENLO PARK,2018,55170320,3639 Haven Ave - Building B,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,INC,,0,BMR Agreement
PORTERVILLE,2019,251-291-028,43 N Lotas St.,5+,Renter,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,DB,30,0,
PACIFICA,2019,022-083-030,801 Fassler,5+,Owner,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,45,0,
OXNARD,2020,202-0-183-120,800 South A Street,5+,Renter,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
ESCONDIDO,2022,2331421300,332 S Escondido Blvd,5+,Renter,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,80,"""100% affordable project"
MENLO PARK,2020,71413200,201 El Camino Real and 612 Cambridge Avenue,5+,Renter,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,"""4 existing units are to be demolished"
SAN RAMON,2020,208-860-128,20106 Argento Loop,5+,Owner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,50,0,
EL CAJON,2018,489 140 08 00,395 N First St,5+,Renter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,Approved with conditions such as an affordable housing agreement submitted to the Housing Department and City Attorney.
MARTINEZ,2022,161-400-009; 161-400-010,2200 ARNOLD DR,5+,Renter,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,20,
CHULA VISTA,2020,6440610900,1152 CAMINO DE VIDA,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,INC,20,0,
MONTEREY,2019,001-031--003,300 Cannery Row,5+,Owner,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SANTA ROSA,2022,125551016,2542 OLD STONY POINT RD,5+,Renter,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,DB,55,20,"""Tax Credit"
SANTA ROSA,2022,125521008,2270 STONY POINT RD,5+,Renter,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,55,0,"""Local"
CLOVIS,2021,43060101,784 W Holland Ave,5+,Renter,0,0,0,0,0,0,0,0,73,0,0,2,0,0,0,0,0,0,DB,55,0,
VISALIA,2023,126850029,Lovers Lane & Caldwell Ave,5+,Renter,102,0,236,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN FRANCISCO,2021,0336006,468 TURK ST,5+,Renter,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,Affordable figures unavailable; estimated from 2015-2020 trend
SAN FRANCISCO,2021,0163002,425 BROADWAY,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,121,
SAN FRANCISCO,2021,2800005,4512 23RD ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,
SAN FRANCISCO,2021,3505008,1125 STEVENSON ST,5+,Renter,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,INC,1000,0,On-site BMR Project
SAN FRANCISCO,2021,3521022,333 12th St,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,DB,1000,0,
SAN FRANCISCO,2021,0766010,555 Golden Gate Av,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,INC,1000,0,
SAN RAMON,2021,208-860-099,38108 Via Vicenza,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,50,0,
SAN RAMON,2021,208-860-193,26106 Argento Loop,5+,Owner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,INC,50,0,
SOUTH PASADENA,2020,5315-001-072,625 Faiir Oaks Ave,5+,Renter,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,Senior; 55+ years
CITRUS HEIGHTS,2020,23304300020000,12057 Fair Oaks Blvd,5+,Renter,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
WATSONVILLE,2022,1546102,221 AIRPORT BLVD,5+,Owner,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,INC,55,0,
SANTA FE SPRINGS,2023,8178-001-045,11350 Washington,5+,Renter,0,0,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
MOUNTAIN VIEW,2020,160-52-013,355-415 East Middlefield Road,5+,Renter,0,0,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,160-52-021
MOUNTAIN VIEW,2020,16-060-020-,200  INFINITY WY,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,INC,55,0,
SAN DIEGO,2020,-,4530 INGRAHAM ST,5+,Renter,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,2187 EVERETT AV,5+,Renter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,525 OLIVE ST,5+,Renter,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
IRVINE,2022,435-15-175,17600 CARTWRIGHT,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,11,0,DB,55,25,Deed Restriction: VL & Low - 55 years; Moderate - 30 years
FREMONT,2023,525 066100404,40871 High St,5+,Owner,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,42.5,"""The subject project is a co-housing project"
SAN RAMON,2021,208-860-172,22106 Argento Loop,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,50,0,
SAN RAMON,2021,208-860-127,20106 Argento Loop,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,50,0,
SAN RAMON,2021,208-860-150,28109 Argento Loop,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,INC,50,0,
SAN DIEGO,2020,-,2001 04TH AV,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,4132 LOUISIANA ST,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,6240 MISSION GORGE RD,5+,Renter,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,5858 MOUNT ALIFAN DR,5+,Renter,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,3067 05TH AV,5+,Renter,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,429 W SAN YSIDRO BL,5+,Renter,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,El Cajon Boulevard & Fairmount Avenue,5+,Renter,0,0,0,0,0,0,24,0,168,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,2654 B ST,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,5930 DIVISION ST,5+,Renter,0,0,0,0,0,0,39,0,62,0,0,0,0,0,0,0,0,0,DB,55,0,
MILL VALLEY,2023,030-021-47,575 East Blithedale,5+,Owner,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,MFR Entitled 2023
SALINAS,2023,TMPAPN000229,1495 CONSTITUTION BLVD,5+,Renter,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,INC,0,0,Affordability period and exact location of units Undetermined; Units offered to Section 8 program;
CARLSBAD,2018,2033511200,3039  JEFFERSON ST,5+,Renter,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
ESCONDIDO,2022,2364601500,1600 S Escondido Blvd,5+,Renter,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,50,N
ESCONDIDO,2022,2361721500,1405 S Escondido Blvd,5+,Renter,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,50,N
CAMARILLO,2023,1620023030,2800 BARRY,5+,Renter,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
CAMARILLO,2023,1620023030,2820 BARRY,5+,Renter,0,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,DB,55,0,
SALINAS,2023,002354027000,439 SOLEDAD ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,DB,55,33,
SACRAMENTO,2018," under construction) - Owned""",25004800060000,RES-1815118,SFD,Owner,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DB,0,0,
SACRAMENTO,2018," under construction) - Owned""",25002101110000,RES-1807552,SFD,Owner,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DB,0,0,
TRUCKEE,2018,019-420-090-000,10470 East Jibboom Street,5+,Renter,0,0,0,0,0,0,0,0,6,27,0,96,0,0,0,0,0,0,INC,1000,0,Local government assistance for infrastructure
PETALUMA,2018,N/A,1418 Mauro Pietro Bldg 4,5+,Owner,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,INC,,0,
COALINGA,2021,083-080-63ST,N/A,5+,Renter,40,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
CHULA VISTA,2020,6440610900,1950 VIA TALAVERA,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,INC,20,0,
SAN DIEGO,2020,-,2001 04TH AV,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,3843 NATIONAL AV,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
NOVATO,2018,141-282-07,1107 Grant Ave.,5+,Renter,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Will require deed restriction
SANTA MONICA,2021,4282-027-020,1427 Lincoln Blvd,5+,Owner,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
SANTA MONICA,2021,4291-020-008,1448 7th St,5+,Owner,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
CULVER CITY,2020,4236-021-082,12803 Washington,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,DB,30,0,
CULVER CITY,2020,4206-033-057,3727 Robertson,5+,Renter,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
COALINGA,2020,083-080-63ST,N/A,5+,Renter,40,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN RAMON,2021,208-860-120,69112 Via Vicenza,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,50,0,
SAN RAMON,2021,208-860-180,67112 Via Vicenza,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,50,0,
SAN RAMON,2021,208-870-021,71112 Via Vicenza,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,50,0,
SAN RAMON,2021,208-860-190,65106 Via Vicenza,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,INC,50,0,
SAN RAMON,2021,208-860-196,26112 Argento Loop,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,INC,50,0,
MOUNTAIN VIEW,2020,154-02-001,1720 Villa Street,5+,Renter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,INC,1000,0,"""154-02-002"
MORRO BAY,2020,068-323-034,405 Atascadero Road,5+,Renter,13,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SACRAMENTO,2018," under construction) - Owned""",25002100880000,RES-1807895,SFD,Owner,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DB,0,0,
CHULA VISTA,2021,6220728400,750 ANITA ST,5+,Renter,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,INC,55,0,
CHULA VISTA,2021,6220728400,750 ANITA ST,5+,Renter,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,INC,55,0,
CHULA VISTA,2021,6220728400,750 ANITA ST,5+,Renter,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,INC,55,0,
SAN FRANCISCO,2022,0692001,1101 SUTTER ST,5+,Renter,12,0,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,Prog: HOME-SF; Affordable units estimated based on data since 2015
SAN FRANCISCO,2022,3783010,600 07TH ST,5+,Renter,0,0,0,0,0,0,143,0,77,0,0,0,0,0,0,0,0,0,DB,,100, rear yard
SAN DIEGO,2020,-,1776 NATIONAL AV,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
MONROVIA,2022,PM 82128,825 South Myrtle Avenue,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,DB,55,35,
SAN DIEGO,2020,-,1956 HORNBLEND ST,5+,Renter,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,1932 KEARNY AV,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN RAMON,2020,208-870-010,75106 Via Vicenza,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,50,0,
SAN RAMON,2020,208-860-020,22106 Argento Loop,5+,Owner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,50,0,
SAN RAMON,2020,208-860-129,20112 Argento Loop,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,INC,50,0,
SAN FRANCISCO,2022,4105009,800 INDIANA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Prog: Inclusionary Housing Program
SAN FRANCISCO,2022,0345017,361 TURK ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,INC,,0,Prog: Inclusionary Housing Program
SAN FRANCISCO,2022,4022028,681 FLORIDA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,82,0,47,0,0,0,DB,,0,Prog: Inclusionary Housing Program
IRVINE,2018,58801129,VTTM 18132,5+,Renter,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2020,-,1509 BROADWAY,5+,Renter,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,10380 SPRING CANYON RD,5+,Renter,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SANTA MONICA,2019,4275005016,1450  CLOVERFIELD BLVD,5+,Renter,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
SAN DIEGO,2020,-,4333 ILLINOIS ST,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,2724 EL CAJON BL,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,5434 Churchward Street,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,1011 UNION ST,5+,Renter,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN DIEGO,2020,-,3732 10TH AV,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SACRAMENTO,2018," under construction) - Owned""",25004800070000,RES-1815080,SFD,Owner,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DB,0,0,
THOUSAND OAKS,2018,6700290420,77 CONEJO SCHOOL RD,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,37,0,0,0,0,0,0,DB,,0,
SANTA MONICA,2019,4289002006,2120 LINCOLN BLVD,5+,Renter,13,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
DANVILLE,2023,216090034,3020 Fostoria Way,5+,Renter,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2022,4240212100,1704 HORNBLEND ST,5+,Renter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,50,
SAN DIEGO,2022,4231540200,1011 GRAND AV,5+,Renter,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,60,10% additional density bonus
SAN DIEGO,2022,4520563400,3840 06TH AV,5+,Renter,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,DB,55,20,
SAN DIEGO,2022,5344112100,926 27TH ST,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,100,Given 5 incentives used 2
SAN DIEGO,2022,6782511300,11520 W Bernardo Court,5+,Renter,0,0,0,0,0,0,132,0,43,0,0,0,0,0,0,0,0,0,DB,55,100,"""PBV"
COALINGA,2021,083-090-47S,N/A,5+,Renter,40,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
DANVILLE,2023,208022041,600 Hartz Ave,5+,Owner,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,INC,20,0,
DANVILLE,2023,216090034,3020 Fostoria Way,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SANTA ROSA,2022,125071015,1845 SEBASTOPOL RD,5+,Renter,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,DB,55,37.5,"""New MF - Commercial"
INGLEWOOD,2023,4020016005,314 S Eucalyptus Ave,5+,Renter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,10,N
SANTA ROSA,2022,10510021,1335 COLLEGE AVE W,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,15.199999999999999,"""Density Bonus Housing Agreement"
BURLINGAME,2023,25166230,1855-1881 ROLLINS RD,5+,Renter,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,DB,55,20,Inclusionary units
CLEARLAKE,2021,039-560-08,3930 Old Highway 53,5+,Renter,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,DB,,100,
BURLINGAME,2023,026231250,1095 ROLLINS RD,5+,Renter,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,15,0,DB,55,35,Inclusionary units.  Site included rezoning from commercial to R-4; R-4 did not have a maximum density
ARROYO GRANDE,2021,077-011-011,700 Oak Park,5+,Renter,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,47,
WINDSOR,2019,066-060-004; 066-060-007; 066-060-021,711 and 9500 Oak Park Street,5+,Renter,0,0,0,0,0,0,30,0,29,0,1,0,0,0,0,0,0,0,INC,55,0,5/22/2018 Planning Commission approved entitlments
SAN DIEGO,2018,5395222600,2828 BROADWAY,5+,Renter,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2018,4464112500,3954 KANSAS ST,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2018,6450407500,5225 CALLE DORADO,5+,Renter,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,INC,,0,
SAN DIEGO,2018,6380802000,517 W SAN YSIDRO BL,5+,Renter,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2018,5330722700,2517 Union Street,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2018,5343520100,1509 Broadway,5+,Renter,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
INGLEWOOD,2023,4015010029,423 E Warren Ln,5+,Renter,69,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,100,N
CAMARILLO,2023,1620023030,2810 BARRY,5+,Renter,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
RIVERSIDE,2022,266130023,1705 Seventh Street,5+,Renter,17,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,Affordable Housing Agreement
SAN RAMON,2020,208-860-121,69112 Via Vicenza,5+,Owner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,50,0,
WEST HOLLYWOOD,2018,5530001004,1250 Fairfax Avenue,5+,Renter,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,DB,1000,0,
WEST HOLLYWOOD,2018,5530015029,1041 SPAULDING AVE,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,
SAN FRANCISCO,2021,3956008,300 DE HARO ST,5+,Renter,20,0,29,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,34,Affordable figures unavailable; estimated from 2015-2020 trend
SAN FRANCISCO,2021,1438016,375 06TH AVE,5+,Renter,30,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,363,Affordable figures unavailable; estimated from 2015-2020 trend
SAN FRANCISCO,2021,0667020,1525 PINE ST,5+,Renter,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,140,
SAN FRANCISCO,2021,4591D018,899 LA SALLE AV,5+,Renter,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,INC,1000,0,Affordable figures unavailable; estimated from 2019-2020 trend
SAN FRANCISCO,2021,3521056,1532 Harrison St,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,INC,1000,0,
SAN FRANCISCO,2021,0140007,88 Broadway,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,49,0,65,0,10,0,INC,1000,0,
CUPERTINO,2022,342-16-87 & 88,10625 S Foothill Blvd,5+,Renter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,"""Resolution No. 22-002 Mixed used project of eighteen (18) units consisting of five (5) single-family homes"
VISALIA,2023,77660021,Demaree St & Houston Ave,5+,Renter,66,0,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
FULLERTON,2022,070-222-23,3801 Franklin Ave,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,10,
SANTA ROSA,2022,125071015,1825 SEBASTOPOL RD,5+,Renter,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,DB,55,37.5,"""New MF - Commercial"
SANTA ROSA,2022,182520088,615 ACACIA LN,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,DB,,35,"""Deed Restriction. Affordable Housing Contract"
SANTA ROSA,2022,125111037,665 Sebastopol Road,5+,Renter,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,32,"""Affordable Housing Development timing to allow phasing"
NEWPORT BEACH,2022,427 342 01,1300 Bristol Street,5+,Renter,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,50,
ALAMEDA,2020,74-1373-2-2,2850 FIFTH ST UNITS 120-131,5+,Owner,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,DB,50,0,
SAN FRANCISCO,2021,3516009,1560 FOLSOM ST,5+,Renter,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,135,
SAN FRANCISCO,2021,0318009,550 OFARRELL ST,5+,Renter,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
SAN FRANCISCO,2021,6956004,4742 MISSION ST,5+,Renter,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,
SAN FRANCISCO,2021,4591D014,889 LA SALLE AV,5+,Renter,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,INC,1000,0,Affordable figures unavailable; estimated from 2019-2020 trend
SAN FRANCISCO,2021,3755054,343 08TH ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,INC,1000,0,
SAN FRANCISCO,2021,4591D131,1 EARL ST,5+,Renter,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,INC,1000,0,Affordable figures unavailable; estimated from 2019-2020 trend
SAN FRANCISCO,2021,0311016,690 MARKET ST,5+,Owner,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,INC,1000,0,Affordable figures unavailable; estimated from 2019-2020 trend
SAN FRANCISCO,2021,4591D012,898 LA SALLE AV,5+,Owner,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,INC,1000,0,Affordable figures unavailable; estimated from 2019-2020 trend
SAN RAMON,2020,208-860-122,69106 Via Vicenza,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,INC,50,0,
SAN RAMON,2020,208-860-020,22112 Argento Loop,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,INC,50,0,
SAN FRANCISCO,2021,3552012,1990 Folsom St,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,87,0,55,0,0,0,INC,1000,0,
SAN FRANCISCO,2021,3553008,490 South Van Ness Av,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,INC,1000,0,
SAN FRANCISCO,2021,2393040,2410 33rd Av,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,INC,1000,0,Affordable figures unavailable; estimated from 2019-2020 trend
